Name,Designation,Company
Arun Bagaria,CEO,TravClan
Ashish Thapliyal,CEO,TravClan
Bhuman Dani,CEO,WickedGud
SURESH SHAHDADPURI,CEO,Enercomp
Pravin Agarwala,CEO,BetterPlace
Shashank Saini,CEO,Medpho
Mohit Lalvani,CEO,LivQuik Technology
Saurabh Mangrulkar,CEO,EventBeep
Rakhi Pal,CEO,EventBeep
Venkatesh Prasad,CEO,EventBeep
Sreedhar Peddineni,CEO,GTM Buddy
Santa Thounaojam,CEO,GTM Buddy
Sundar Vellaichamy,CEO,GTM Buddy
Chandramani Tiwary,CEO,GTM Buddy
Ankur Agarwal,CEO,Gobbly
Amit Ahuja,CEO,Gobbly
Vikas Chauhan,CEO,HexaHealth
Ankur Gigras,CEO,HexaHealth
Dr Aman Priya Khanna,CEO,HexaHealth
Sarvesh Shrivastava,CEO,Eupheus Learning
Ved Prakash Khatri,CEO,Eupheus Learning
Amit Kapoor,CEO,Eupheus Learning
Pramod Kathuria,CEO,Easiloan
Vishal Dawda,CEO,Easiloan
Nishank Jain,CEO,Anar
Sanjay Bhat,CEO,Anar
Adarsh Anand,CEO,Shadez
Amit Tiwari,CEO,Shadez
Madhav Krishna,CEO,Vahan
Sai Srinivas Kiran GV,CEO,MPL
Shubh Malhotra,CEO,MPL
O.P. Godara,CEO,Tinkerly
Vivek Pathak,CEO,Tinkerly
Kapil Arya,CEO,Tinkerly
Sharad Bansal,CEO,Tinkerly
Basant Kumar,CEO,Godamwale
Vivek Tiwari,CEO,Godamwale
Ranbir Nandan,CEO,Godamwale
Ashish Joshi,CEO,Artium Academy
Nithya Sudhir,CEO,Artium Academy
Amardeep Bajpai,CEO,Awon GameZ
Himesh Joshi,CEO,Ayu Health
Arijit Gupta,CEO,Ayu Health
Karan Gupta,CEO,Ayu Health
