Name,Designation,Company
Aayush Jha,CEO,Clairco
Kshama Fernandes,CEO,Northern Arc
Aditya Shankar,CEO,Doubtnut
Tanushree Nagori,CEO,Doubtnut
Gautam Raj Anand,CEO,Hubhopper
Satish Kalme,CEO,Comofi Medtech
Kubasad Gururaj,CEO,Comofi Medtech
Pulkit Khurana,CEO,Battery Smart
Siddharth Sikka,CEO,Battery Smart
Bharath Bevinahally,CEO,Kutuki
Sneha Sundaram,CEO,Kutuki
Gaurav Aggarwal,CEO,Onelife
Amit Kapoor,CEO,Eupheus
Rohit Dhar,CEO,Eupheus
Sarveshwar Shrivastava,CEO,Eupheus
Ved Prakash Khatri,CEO,Eupheus
Madhusudan Ekambaram,CEO,KreditBee
Malini Nair,CEO,Pencil
Preeti Chib,CEO,Pencil
Swarup Nanda,CEO,Pencil
Able Joseph,CEO,Aisle
Ash Narain,CEO,Marquee Equity
Jagadish Gattu,CEO,UptimeAI
Vamsi Yalamanchili,CEO,UptimeAI
Amit Bansal,CEO,WizKlub
Raghunandan G,CEO,Zolve
Satish Kannan,CEO,MediBuddy
Deepak Choudhary,CEO,Pariksha
Karanvir Singh Shekhawat,CEO,Pariksha
Utkarsh Bagri,CEO,Pariksha
Vikram Shekhawat,CEO,Pariksha
Apoorv Jain,CEO,Express Stores
Kartik Gupta,CEO,Express Stores
Mohan Kumar,CEO,Avataar Ventures
Mratunjay Beniwal,CEO,Zingbus
Mukesh Bansal,CEO,Phable
Prasanth Reddy,CEO,Phable
Sumit Sinha,CEO,Phable
Satyam Baranwal,CEO,Codingal
Vivek Prakash,CEO,Codingal
Rahul Jacob,CEO,Supply6
Vaibhav Bhandari,CEO,Supply7
Advait Kumar,CEO,Swajal
Vibha Tripathi,CEO,Swajal
Ashneer Grover,CEO,BharatPe
Shashvat Nakrani,CEO,BharatPe
Imbesat Ahmad,CEO,Filo
Shadman Anwer,CEO,Filo
Aditya Jhaveri,CEO,Method & Madness
Arindam Sengupta,CEO,EduFund
Eela Dubey,CEO,EduFund
Ambareesh Murty,CEO,Pepperfry
Ashish Shah,CEO,Pepperfry
Rohit Anand,CEO,Zingavita
Sachin Goel,CEO,Zingavita
Ashwarya Garg,CEO,Hypd Store
Akshay Bhatnagar,CEO,Hypd Store
Virendra Gupta,CEO,VerSe Innovation
Mayank Pratap Singh,CEO,Supersourcing
Aditi Chaurasia,CEO,Supersourcing
Devesh Rao,CEO,AutomataPi
Manjeet Khopkar,CEO,AutomataPi
Rahul Hattangdi,CEO,AutomataPi
Nishant Chandra,CEO,Newton School
Siddharth Maheshwari,CEO,Newton School
Nishanth Chandran,CEO,TenderCuts
Sousthav Chakrabarty,CEO,Siply
Anil Bhat,CEO,Siply
Utpal Isser,CEO,SarvaGram
Sameer Mishra,CEO,SarvaGram
Akshay Pruthi,CEO,Unlu
Anurag Dalia,CEO,Unlu
Himanshu Periwal,CEO,Unlu
Vipul Agrawal,CEO,Unlu
Ashish Chandra,CEO,GlobalFair
Shaily Garg,CEO,GlobalFair
Atul Sashittal,CEO,Eduvanz
Raheel Shah,CEO,Eduvanz
Varun Chopra,CEO,Eduvanz
Hardev Sahu,CEO,OwO
Pallavi Shrivastava,CEO,Progcap
Himanshu Chandra,CEO,Progcap
Ankur Gupta,CEO,ABL Workspaces
Akshita Gupta,CEO,ABL Workspaces
Nitish Mittersain,CEO,Nazara Technologies
Mahesh Bhupathi,CEO,Scentials
Jinesh Mehta,CEO,Scentials
Arpit Jain,CEO,SplashLearn
Joy Deep Nath,CEO,SplashLearn
Mayank Jain,CEO,SplashLearn
Umang Jain,CEO,SplashLearn
John Paul,CEO,Maya
Akhilesh Sagar,CEO,GoTo
Harsh Vardhan Sharma,CEO,GoTo
atish Kannan,CEO,MediBuddy
Enbasekar,CEO,MediBuddy
Amrit Acharya,CEO,Zetwerk
Rahul Sharma,CEO,Zetwerk
Srinath Ramakkrushnan,CEO,Zetwerk
Vishal Chaudhary,CEO,Zetwerk
Ranjit Bhatia,CEO,Remedico
Aditya Bhushan Verma,CEO,PrepBytes
Mamta Kumari,CEO,PrepBytes
Vivek Tiwari,CEO,SATYA MicroCapital
Dr Sheetal Mundhada,CEO,YourPhysio
Ashutosh Mundhada,CEO,YourPhysio
Kajal Ilmi,CEO,Aviom Housing Finance
Rohit Shah,CEO,Hemp Horizons
Sai Srinivas Kiran G,CEO,MPL
Shubham Malhotra,CEO,MPL
Mayank Bidawatka,CEO,Koo
Aprameya Radhakrishna,CEO,Koo
Amit Malik,CEO,InnerHour
Sunoor Kaul,CEO,Origo
Mayank Dhanuka,CEO,Origo
Nishant Behl,CEO,ExMyB
Abhishek Jha,CEO,Elucidata
Richard Kibbey,CEO,Elucidata
Swetabh Pathak,CEO,Elucidata
Amit Kumar,CEO,Saveo
Anurag Savarnya,CEO,Saveo
Shivansh Shrivastava,CEO,Saveo
Vivek Jaiswal,CEO,Saveo
Ishan Gupta,CEO,Qin1
Anurag Gupta,CEO,DotPe
Gyanesh Sharma,CEO,DotPe
Shailaz Nag,CEO,DotPe
Prashant Janadari,CEO,Taskmo
Naveen Ramchandra,CEO,Taskmo
Suraj Juneja,CEO,MasterMentors
Vijay Rachh,CEO,MasterMentors
and Aaquib Hussain,CEO,MasterMentors
Shivam Varshney,CEO,KIKO TV
Harddik K Patel,CEO,Quali55Care
Ankur Gupta,CEO,Ruptok
Akshita Gupta,CEO,Ruptok
Yashwardhan Aeren,CEO,Ruptok
Sameer Aggarwal,CEO,RevFin
Shivam Sood,CEO,SeeVC
Lark Aakarshan,CEO,SeeVC
Shankar Nath,CEO,Junio
Rajesh Reddy,CEO,VenWiz
Sandesh Paturi,CEO,VenWiz
Amit Damani,CEO,Vista Rooms
Ankita Sheth,CEO,Vista Rooms
Pranav Maheshwari,CEO,Vista Rooms
Pranav Vempati,CEO,Makers Hive
Pratham Khandelwal,CEO,Headfone
Yogesh Sharma,CEO,Headfone
Disha Singh,CEO,Zouk
Sai Srinivas Kiran G,CEO,MPL
Shubham Malhotra,CEO,MPL
Ajinkya Kulkarni,CEO,GrowFix
Abhik Patel,CEO,GrowFix
Deepu Panicker,CEO,Bombay Shaving Company
Raunak Munot,CEO,Bombay Shaving Company
Rohit Jaiswal,CEO,Bombay Shaving Company
Shantanu Deshpande,CEO,Bombay Shaving Company
Ankur Aggarwal,CEO,Dunzo
Dalvir Suri,CEO,Dunzo
Kabeer Biswas,CEO,Dunzo
Mukund Jha,CEO,Dunzo
Payal Gaba,CEO,BeyondSkool
Prateek Bhargava,CEO,Mindler
Abhishek Sharma,CEO,Fashinza
Pawan Gupta,CEO,Fashinza
Ashneer Grover,CEO,BharatPe
Shashvat Nakrani,CEO,BharatPe
Aditya Sharma,CEO,Turnip
Pooja Dubey,CEO,Turnip
Ajith Karimpana,CEO,Furlenco
Himanshu Pokharna,CEO,Inficold
Nitin Goel,CEO,Inficold
Imran Ladiwala,CEO,KIWI
Mishu Ahluwalia,CEO,KIWI
Kamesh Goyal,CEO,Digit Insurance
Ashneer Grover,CEO,BharatPe
Shashvat Nakrani,CEO,BharatPe
Ajit Narayanan,CEO,MFine
Ashutosh Lawania,CEO,MFine
Prasad Kompalli,CEO,MFine
Saumya Yadav,CEO,Udayy
Mahak Garg,CEO,Udayy
Karan Varshney,CEO,Udayy
Rajat Verma,CEO,Lohum
Chaitanya Peddi,CEO,Darwinbox
Jayant Paleti,CEO,Darwinbox
Rohit Chennamaneni,CEO,Darwinbox
Shashank Kumar,CEO,DeHaat
Manish Kumar,CEO,DeHaat
Anil Kumar,CEO,Samunnati
Ahmed Al-Balaghi,CEO,Biconomy
Aniket Jindal,CEO,Biconomy
Sachin Tomar,CEO,Biconomy
Puru Gupta,CEO,True Elements
Sreejith Moolayil,CEO,True Elements
Sousthav Chakrabarty,CEO,Siply
Anand Virmani,CEO,Nao Spirits & Beverages Pvt Ltd
Gaurav Perti,CEO,PurpleTutor
Yatish Gupta,CEO,PurpleTutor
Sonam Motwani,CEO,Karkhana.io
Vikas Agarwal,CEO,SSA Finserv
Ashish Singhal,CEO,CoinSwitch Kuber
Govind Soni,CEO,CoinSwitch Kuber
Vimal Sagar Tiwari,CEO,CoinSwitch Kuber
Shahriar Hasan,CEO,Paperfly
Md Razibul Islam,CEO,Paperfly
Rahath Ahmed,CEO,Paperfly
Shamsuddin Ahmed,CEO,Paperfly
Souvik Sengupta,CEO,Infra.Market
Aaditya Sharda,CEO,Infra.Market
Vimal Singh SV,CEO,ReadyAssist
Mohit Dubey,CEO,Chalo
Nikhil Aggarwal,CEO,Chalo
Gaurav Munjal,CEO,Unacademy
Hemesh Singh,CEO,Unacademy
Roman Saini,CEO,Unacademy
Sachin Gupta,CEO,Unacademy
Kishor Kumar Jha,CEO,Ergos
Praveen Kumar,CEO,Ergos
Abhishek Tripathi,CEO,Bolkar
Dhruv Kaushal,CEO,Bolkar
Prince Tripathi,CEO,Bolkar
Saurabh Rai,CEO,Bolkar
Sonam Srivastava,CEO,Wright Research
Varul Mayank,CEO,Knocksense
Vibhore Mayank,CEO,Knocksense
Vibhore Mayank,CEO,Knocksense
Deepak Choudhary,CEO,Pariksha
Karanvir Singh Shekhawat,CEO,Pariksha
Utkarsh Bagri,CEO,Pariksha
Vikram Shekhawat,CEO,Pariksha
Dr Arpi Mehta,CEO,Toothsi
Dr Pravin Shetty,CEO,Toothsi
Dr Manjul Jain,CEO,Toothsi
Dr Anirudh Kale,CEO,Toothsi
Ashish Jhina,CEO,Jumbotail
Karthik Venkateswaran,CEO,Jumbotail
Anil Sharma,CEO,Phi Commerce
Jose Thattil,CEO,Phi Commerce
Rajesh Londhe,CEO,Phi Commerce
Tushar Shankar,CEO,Phi Commerce
Dilsher Singh Malhi,CEO,Zupee
Siddhant Saurabh,CEO,Zupee
Avneet Singh,CEO,Oneiric Gaming
Prabal Khanna,CEO,Finsall
Tim Mathews,CEO,Finsall
Subbarao Siddabattula,CEO,Practically
Kunal Shah,CEO,Cred
Dr Srikanth Sola,CEO,Devic Earth
Jaijit Bhattacharya,CEO,Zerone
Aman Gupta,CEO,boAt
Sameer Mehta,CEO,boAt
Anirudh Pandita,CEO,Pocket Aces
Aditi Shrivastava,CEO,Pocket Aces
Ashwin Suresh,CEO,Pocket Aces
Bhavik Rathod,CEO,Kyt
Tripti Ahuja,CEO,Kyt
Dr Jaideep Malhotra,CEO,iMumz
Rajesh Jagasia,CEO,iMumz
Ravi Teja Akondi,CEO,iMumz
Mayur Dhurpate,CEO,iMumz
Ashneer Grover,CEO,BharatPe
Shashvat Nakrani,CEO,BharatPe
Krishna Kumar,CEO,CropIn
Amod Malviya,CEO,Udaan
Sujeet Kumar,CEO,Udaan
Vaibhav Gupta,CEO,Udaan
Prateek Ruhail,CEO,Vanity Wagon
Ritesh Agarwal,CEO,Oyo
Abhijith Naraparaju,CEO,Agri10x
Pankajj P. Ghode,CEO,Agri10x
Sundeep Bose,CEO,Agri10x
Ankur Bansal,CEO,BlackSoil
Priya Goel Sheth,CEO,HobSpace
Harsh Jain,CEO,HobSpace
Kartik Sharma,CEO,DcodeAI
Ashish Aggarwal,CEO,DcodeAI
Kiran Mazumdar-Shaw,CEO,Biocon Biologics
Kaivalya Vohra,CEO,KiranaKart
Aadit Palicha,CEO,KiranaKart
Saurabh Kochhar,CEO,Meddo
